,graphFlag,deviation,size,duration
286,0.0,15.0,7.0,1192.6089999999676
293,0.0,15.0,7.0,1221.5400000000373
296,0.0,15.0,7.0,1549.8150000000314
307,0.0,15.0,7.0,1343.0
319,0.0,15.0,7.0,1644.0
329,0.0,15.0,7.0,1623.0000000000073
335,0.0,15.0,7.0,1618.0
338,0.0,15.0,7.0,1299.0
367,0.0,15.0,7.0,2063.714000005973
377,0.0,15.0,7.0,1422.0219999999972
397,0.0,15.0,7.0,1874.408999994048
406,0.0,15.0,7.0,1838.5239999970072
416,0.0,15.0,7.0,2188.558000002988
425,0.0,15.0,7.0,1997.0
426,0.0,15.0,7.0,1480.0
431,0.0,15.0,7.0,1595.0
451,0.0,15.0,7.0,1218.0
458,0.0,15.0,7.0,2022.999999999971
481,0.0,15.0,7.0,2151.0
486,0.0,15.0,7.0,1529.0
505,0.0,15.0,7.0,1507.0
533,0.0,15.0,7.0,1626.0
539,0.0,15.0,7.0,2015.0
554,0.0,15.0,7.0,1302.0
570,0.0,15.0,7.0,1983.0
575,0.0,15.0,7.0,1390.0
591,0.0,15.0,7.0,1162.0
597,0.0,15.0,7.0,1717.0
618,0.0,15.0,7.0,2621.088999995525
619,0.0,15.0,7.0,2320.4960000000137
637,0.0,15.0,7.0,1232.9230000000098
652,0.0,15.0,7.0,1867.1830000015036
657,0.0,15.0,7.0,1347.6470000014815
684,0.0,15.0,7.0,2500.0
693,0.0,15.0,7.0,2263.0
694,0.0,15.0,7.0,2996.0
707,0.0,15.0,7.0,1673.000000000029
713,0.0,15.0,7.0,1705.0
746,0.0,15.0,7.0,1261.0
751,0.0,15.0,7.0,1122.0
755,0.0,15.0,7.0,2933.0
762,0.0,15.0,7.0,1492.0
777,0.0,15.0,7.0,1861.0
781,0.0,15.0,7.0,2008.5489999999409
782,0.0,15.0,7.0,2386.8120000000345
807,0.0,15.0,7.0,1413.8609999999462
813,0.0,15.0,7.0,2874.3360000000102
822,0.0,15.0,7.0,3845.683999999892
840,0.0,15.0,7.0,3149.188999997372
861,0.0,15.0,7.0,2681.8670000041893
866,0.0,15.0,7.0,2805.8260000057053
867,0.0,15.0,7.0,1759.7759999996051
887,0.0,15.0,7.0,2675.0350000075123
906,0.0,15.0,7.0,2923.0
908,0.0,15.0,7.0,1423.0
912,0.0,15.0,7.0,2111.0
934,0.0,15.0,7.0,2384.0
936,0.0,15.0,7.0,1400.0
962,0.0,15.0,7.0,1891.2670000223295
967,0.0,15.0,7.0,1645.6530000235653
971,0.0,15.0,7.0,1277.839000011474
1005,0.0,15.0,7.0,1021.261999988492
1017,0.0,15.0,7.0,2477.781999980827
1035,0.0,15.0,7.0,1571.939
1036,0.0,15.0,7.0,2637.723
1040,0.0,15.0,7.0,2149.834
1042,0.0,15.0,7.0,3087.781
1056,0.0,15.0,7.0,1539.265
1083,0.0,15.0,7.0,2254.64
1092,0.0,15.0,7.0,1726.577
1097,0.0,15.0,7.0,1519.997
1103,0.0,15.0,7.0,1801.983
1112,0.0,15.0,7.0,1809.405
1140,0.0,15.0,7.0,2851.469999984949
1147,0.0,15.0,7.0,1859.1209999914356
1148,0.0,15.0,7.0,3708.9769999738855
1172,0.0,15.0,7.0,1471.1939999941824
1182,0.0,15.0,7.0,3174.5600000032864
1210,0.0,15.0,7.0,1677.621999997005
1213,0.0,15.0,7.0,1960.1909999955387
1218,0.0,15.0,7.0,2241.3830000000016
1224,0.0,15.0,7.0,1408.9309999970135
1227,0.0,15.0,7.0,1198.2119999999995
1267,0.0,15.0,7.0,1924.8449999879888
1290,0.0,15.0,7.0,1865.3729999743227
1309,0.0,15.0,7.0,1983.7799999781128
1314,0.0,15.0,7.0,1891.5769999978947
1316,0.0,15.0,7.0,1910.300999988569
1323,0.0,15.0,7.0,2864.7680000014952
1331,0.0,15.0,7.0,1504.9300000014773
1350,0.0,15.0,7.0,1909.1550000003767
1354,0.0,15.0,7.0,2246.3640000000014
1371,0.0,15.0,7.0,2361.6259999999893
1383,0.0,15.0,7.0,2025.8430000000808
1392,0.0,15.0,7.0,1909.6600000002072
1393,0.0,15.0,7.0,2706.8530000001774
1395,0.0,15.0,7.0,2256.708000000159
1434,0.0,15.0,7.0,1566.1570000002391
1450,0.0,15.0,7.0,2683.7949999248376
1478,0.0,15.0,7.0,2967.4079999430105
1479,0.0,15.0,7.0,2774.672000023158
1483,0.0,15.0,7.0,3176.058000010147
1494,0.0,15.0,7.0,3555.336999915948
13,1.0,5.0,3.0,926.0
14,1.0,5.0,3.0,943.0000000000292
21,1.0,5.0,3.0,1305.0
39,1.0,5.0,3.0,958.0
54,1.0,5.0,3.0,1312.999999999971
61,1.0,5.0,3.0,902.0000000000146
70,1.0,5.0,3.0,1257.0
101,1.0,5.0,3.0,652.0
102,1.0,5.0,3.0,822.0000000000291
114,1.0,5.0,3.0,723.0
125,1.0,5.0,3.0,871.8839999941702
126,1.0,5.0,3.0,870.2579999913287
145,1.0,5.0,3.0,805.6579999913811
153,1.0,5.0,3.0,834.8739999876416
168,1.0,5.0,3.0,847.2059999880148
189,1.0,5.0,3.0,769.4089999999851
194,1.0,5.0,3.0,909.3169999999518
210,1.0,5.0,3.0,784.6490000000631
217,1.0,5.0,3.0,885.7660000000615
230,1.0,5.0,3.0,746.539999999979
242,1.0,5.0,3.0,1162.9739999999438
259,1.0,5.0,3.0,604.7519999999495
269,1.0,5.0,3.0,527.7860000000219
273,1.0,5.0,3.0,720.0540000000328
284,1.0,5.0,3.0,769.1590000000142
304,1.0,5.0,3.0,706.0
314,1.0,5.0,3.0,651.0
322,1.0,5.0,3.0,770.0
325,1.0,5.0,3.0,1004.0
330,1.0,5.0,3.0,764.0
361,1.0,5.0,3.0,949.646000000008
375,1.0,5.0,3.0,823.5139999940293
384,1.0,5.0,3.0,789.4659999999858
392,1.0,5.0,3.0,754.9740000029851
398,1.0,5.0,3.0,831.6530000029597
435,1.0,5.0,3.0,826.0
461,1.0,5.0,3.0,1012.0
469,1.0,5.0,3.0,1102.0
477,1.0,5.0,3.0,1115.0
479,1.0,5.0,3.0,1053.0
480,1.0,5.0,3.0,929.0
522,1.0,5.0,3.0,643.0
525,1.0,5.0,3.0,660.0000000000291
532,1.0,5.0,3.0,916.0
535,1.0,5.0,3.0,716.0
553,1.0,5.0,3.0,1224.0
567,1.0,5.0,3.0,1052.0
568,1.0,5.0,3.0,826.0
579,1.0,5.0,3.0,966.0
583,1.0,5.0,3.0,905.0
622,1.0,5.0,3.0,760.7039999970293
628,1.0,5.0,3.0,921.422999997012
636,1.0,5.0,3.0,1012.0849999985076
648,1.0,5.0,3.0,848.4209999985178
655,1.0,5.0,3.0,729.8630000014964
680,1.0,5.0,3.0,985.0
691,1.0,5.0,3.0,767.0
703,1.0,5.0,3.0,844.0
706,1.0,5.0,3.0,865.0000000000291
709,1.0,5.0,3.0,842.0
726,1.0,5.0,3.0,896.0
727,1.0,5.0,3.0,1233.0
742,1.0,5.0,3.0,863.0
770,1.0,5.0,3.0,689.0
779,1.0,5.0,3.0,874.0000000000582
792,1.0,5.0,3.0,874.6189999999478
794,1.0,5.0,3.0,848.3340000000317
796,1.0,5.0,3.0,1344.1129999999248
799,1.0,5.0,3.0,813.7940000000526
809,1.0,5.0,3.0,1070.253999999928
845,1.0,5.0,3.0,1009.838000004107
855,1.0,5.0,3.0,1083.6120000066148
859,1.0,5.0,3.0,915.8820000058622
884,1.0,5.0,3.0,1697.3759999950998
890,1.0,5.0,3.0,915.2850000053004
903,1.0,5.0,3.0,1432.0
909,1.0,5.0,3.0,1022.0
916,1.0,5.0,3.0,847.0
938,1.0,5.0,3.0,915.0000000000292
953,1.0,5.0,3.0,840.0
970,1.0,5.0,3.0,818.6669999992591
975,1.0,5.0,3.0,759.0820000129461
982,1.0,5.0,3.0,642.1670000043086
1008,1.0,5.0,3.0,814.5889999835053
1011,1.0,5.0,3.0,762.7069999864325
1022,1.0,5.0,3.0,983.2009999
1027,1.0,5.0,3.0,738.999
1058,1.0,5.0,3.0,817.3239999
1075,1.0,5.0,3.0,866.2629998
1077,1.0,5.0,3.0,669.6619999
1091,1.0,5.0,3.0,1074.578
1105,1.0,5.0,3.0,1115.056
1125,1.0,5.0,3.0,807.88
1126,1.0,5.0,3.0,839.642
1135,1.0,5.0,3.0,972.885
1142,1.0,5.0,3.0,1286.1190000435126
1154,1.0,5.0,3.0,1308.823000037184
1170,1.0,5.0,3.0,2585.2319999796164
1180,1.0,5.0,3.0,1103.2639999949024
1181,1.0,5.0,3.0,1080.9270000294782
1215,1.0,5.0,3.0,880.1909999985073
1216,1.0,5.0,3.0,929.1449999940525
1220,1.0,5.0,3.0,1140.070999998512
1223,1.0,5.0,3.0,1152.778999998496
1226,1.0,5.0,3.0,752.0050000000047
1262,1.0,5.0,3.0,1451.1419999742866
1296,1.0,5.0,3.0,889.118999996208
1301,1.0,5.0,3.0,761.5619999855699
1305,1.0,5.0,3.0,730.0469999857014
1319,1.0,5.0,3.0,1126.0709999877145
1326,1.0,5.0,3.0,1071.0150000014985
1339,1.0,5.0,3.0,1119.8520000011194
1353,1.0,5.0,3.0,897.1700000011188
1363,1.0,5.0,3.0,788.5820000011299
1369,1.0,5.0,3.0,679.6530000007479
1388,1.0,5.0,3.0,852.5000000001746
1394,1.0,5.0,3.0,1067.2140000001236
1410,1.0,5.0,3.0,797.5660000000789
1425,1.0,5.0,3.0,879.954000000027
1430,1.0,5.0,3.0,912.810000000114
1448,1.0,5.0,3.0,1390.3290000859124
1464,1.0,5.0,3.0,1373.2160000127333
1465,1.0,5.0,3.0,1190.20900001243
1467,1.0,5.0,3.0,1070.0599998927792
1469,1.0,5.0,3.0,1053.412999949942
10,1.0,5.0,5.0,1041.0
18,1.0,5.0,5.0,1191.0
27,1.0,5.0,5.0,1755.0
28,1.0,5.0,5.0,1591.0
53,1.0,5.0,5.0,1006.9999999999708
63,1.0,5.0,5.0,999.0000000000146
68,1.0,5.0,5.0,815.0000000000291
81,1.0,5.0,5.0,1044.0
95,1.0,5.0,5.0,703.0
110,1.0,5.0,5.0,784.0000000000291
129,1.0,5.0,5.0,1325.46199998862
140,1.0,5.0,5.0,738.9369999881892
149,1.0,5.0,5.0,704.9769999986747
158,1.0,5.0,5.0,757.3819999973348
172,1.0,5.0,5.0,763.0489999976708
192,1.0,5.0,5.0,837.2699999999604
193,1.0,5.0,5.0,1092.4850000000442
203,1.0,5.0,5.0,692.7719999999972
212,1.0,5.0,5.0,1439.4629999999888
214,1.0,5.0,5.0,747.005999999994
249,1.0,5.0,5.0,879.6679999999469
265,1.0,5.0,5.0,867.603999999963
272,1.0,5.0,5.0,1430.3649999999616
294,1.0,5.0,5.0,1340.508999999991
297,1.0,5.0,5.0,1255.4129999999714
308,1.0,5.0,5.0,1417.0
312,1.0,5.0,5.0,712.0000000000036
327,1.0,5.0,5.0,646.0
334,1.0,5.0,5.0,591.0
352,1.0,5.0,5.0,963.0000000000146
371,1.0,5.0,5.0,1109.5350000000035
372,1.0,5.0,5.0,1055.9509999970323
373,1.0,5.0,5.0,971.789999994042
376,1.0,5.0,5.0,921.0620000059716
380,1.0,5.0,5.0,1138.6399999940477
420,1.0,5.0,5.0,1158.0
433,1.0,5.0,5.0,1584.0
447,1.0,5.0,5.0,1090.0
448,1.0,5.0,5.0,1454.0
474,1.0,5.0,5.0,908.0
482,1.0,5.0,5.0,1022.0
493,1.0,5.0,5.0,940.0
511,1.0,5.0,5.0,985.0000000000292
524,1.0,5.0,5.0,2193.0
527,1.0,5.0,5.0,860.0
542,1.0,5.0,5.0,841.0
546,1.0,5.0,5.0,1122.0
559,1.0,5.0,5.0,2817.0
576,1.0,5.0,5.0,1002.0
590,1.0,5.0,5.0,869.0000000000291
602,1.0,5.0,5.0,1707.7760000014969
606,1.0,5.0,5.0,967.0499999999884
623,1.0,5.0,5.0,997.6579999955428
649,1.0,5.0,5.0,748.442999998515
654,1.0,5.0,5.0,935.5289999955276
660,1.0,5.0,5.0,1423.0000000000073
688,1.0,5.0,5.0,1045.0
708,1.0,5.0,5.0,1220.0
712,1.0,5.0,5.0,1076.0
719,1.0,5.0,5.0,1827.0
724,1.0,5.0,5.0,1146.0
730,1.0,5.0,5.0,1027.0
739,1.0,5.0,5.0,1204.000000000029
743,1.0,5.0,5.0,1546.0
761,1.0,5.0,5.0,1022.0
803,1.0,5.0,5.0,3046.554000000004
810,1.0,5.0,5.0,1183.4520000000484
826,1.0,5.0,5.0,1634.4230000000098
834,1.0,5.0,5.0,1019.896000000066
837,1.0,5.0,5.0,1302.7939999999944
843,1.0,5.0,5.0,1359.7500000019645
848,1.0,5.0,5.0,1730.9819999998144
849,1.0,5.0,5.0,912.0639999976848
880,1.0,5.0,5.0,2606.484999993816
893,1.0,5.0,5.0,1092.465999998676
914,1.0,5.0,5.0,1336.0
932,1.0,5.0,5.0,1034.0
944,1.0,5.0,5.0,860.0
947,1.0,5.0,5.0,981.0
959,1.0,5.0,5.0,1134.0
965,1.0,5.0,5.0,917.15900003539
968,1.0,5.0,5.0,1778.1309999909136
992,1.0,5.0,5.0,1625.3260000194714
996,1.0,5.0,5.0,1123.764000018884
1010,1.0,5.0,5.0,1041.6170000045968
1030,1.0,5.0,5.0,1086.291
1037,1.0,5.0,5.0,914.5499999
1054,1.0,5.0,5.0,869.206
1055,1.0,5.0,5.0,962.3029998
1064,1.0,5.0,5.0,608.8999998
1090,1.0,5.0,5.0,1365.755
1098,1.0,5.0,5.0,1215.582
1104,1.0,5.0,5.0,1294.331
1109,1.0,5.0,5.0,1030.833
1113,1.0,5.0,5.0,1211.826
1160,1.0,5.0,5.0,1217.2410000054078
1167,1.0,5.0,5.0,1051.2400000098278
1183,1.0,5.0,5.0,1361.677999977721
1184,1.0,5.0,5.0,1052.5580000298796
1186,1.0,5.0,5.0,1192.633999998623
1211,1.0,5.0,5.0,2214.9569999985106
1222,1.0,5.0,5.0,3451.0249999955413
1225,1.0,5.0,5.0,1792.7309999999998
1247,1.0,5.0,5.0,997.8249999984982
1254,1.0,5.0,5.0,1130.4019999970333
1278,1.0,5.0,5.0,1243.577999983725
1279,1.0,5.0,5.0,1027.2200000000012
1283,1.0,5.0,5.0,1241.8339999922027
1298,1.0,5.0,5.0,1311.376999980101
1306,1.0,5.0,5.0,817.0109999922861
1327,1.0,5.0,5.0,1035.6630000000005
1328,1.0,5.0,5.0,965.873000000749
1345,1.0,5.0,5.0,1055.395000000368
1365,1.0,5.0,5.0,898.2000000000116
1379,1.0,5.0,5.0,794.6149999999907
1400,1.0,5.0,5.0,1028.8900000001595
1408,1.0,5.0,5.0,900.895000000106
1409,1.0,5.0,5.0,931.2830000000832
1411,1.0,5.0,5.0,819.7060000000929
1412,1.0,5.0,5.0,858.6470000001427
1444,1.0,5.0,5.0,1546.6570000184
1458,1.0,5.0,5.0,1225.9760000928943
1472,1.0,5.0,5.0,1029.8409999895084
1473,1.0,5.0,5.0,1029.9599999154452
1477,1.0,5.0,5.0,1099.3469999399383
7,1.0,5.0,7.0,1524.0
31,1.0,5.0,7.0,2170.000000000029
34,1.0,5.0,7.0,1222.000000000029
37,1.0,5.0,7.0,886.0
44,1.0,5.0,7.0,1157.0
64,1.0,5.0,7.0,1360.0
74,1.0,5.0,7.0,2180.0
76,1.0,5.0,7.0,905.0
94,1.0,5.0,7.0,892.0000000000291
104,1.0,5.0,7.0,1358.0
132,1.0,5.0,7.0,892.6639999909967
139,1.0,5.0,7.0,965.7069999937668
154,1.0,5.0,7.0,1002.8179999870772
162,1.0,5.0,7.0,1121.7909999967087
171,1.0,5.0,7.0,1311.7189999908442
182,1.0,5.0,7.0,1239.4400000000023
185,1.0,5.0,7.0,1412.551000000036
186,1.0,5.0,7.0,1114.6040000000503
197,1.0,5.0,7.0,850.8690000000352
229,1.0,5.0,7.0,1360.3399999999674
240,1.0,5.0,7.0,1203.5819999999949
244,1.0,5.0,7.0,1597.9700000000012
245,1.0,5.0,7.0,772.0229999999574
251,1.0,5.0,7.0,853.3039999999746
271,1.0,5.0,7.0,814.6600000000035
318,1.0,5.0,7.0,802.0
323,1.0,5.0,7.0,1158.0
336,1.0,5.0,7.0,941.0
342,1.0,5.0,7.0,651.0
349,1.0,5.0,7.0,941.0
363,1.0,5.0,7.0,1102.2380000029807
369,1.0,5.0,7.0,1240.355000002979
370,1.0,5.0,7.0,1236.8689999940398
374,1.0,5.0,7.0,992.1800000029908
399,1.0,5.0,7.0,947.127000005974
427,1.0,5.0,7.0,1017.0
444,1.0,5.0,7.0,1160.0
445,1.0,5.0,7.0,1326.0
454,1.0,5.0,7.0,912.0000000000292
462,1.0,5.0,7.0,1427.0
485,1.0,5.0,7.0,1068.0
490,1.0,5.0,7.0,1137.0
498,1.0,5.0,7.0,1220.999999999971
509,1.0,5.0,7.0,769.0
538,1.0,5.0,7.0,1685.0
545,1.0,5.0,7.0,1126.0
548,1.0,5.0,7.0,1081.0
573,1.0,5.0,7.0,1881.000000000029
592,1.0,5.0,7.0,1381.0
594,1.0,5.0,7.0,1173.000000000029
609,1.0,5.0,7.0,1075.3629999970144
611,1.0,5.0,7.0,1168.4349999985134
632,1.0,5.0,7.0,877.8809999985097
646,1.0,5.0,7.0,763.1489999970072
656,1.0,5.0,7.0,740.5189999955182
676,1.0,5.0,7.0,1090.0
677,1.0,5.0,7.0,1103.0
698,1.0,5.0,7.0,989.0
702,1.0,5.0,7.0,896.0000000000291
704,1.0,5.0,7.0,820.0
735,1.0,5.0,7.0,1066.0
753,1.0,5.0,7.0,1176.000000000029
764,1.0,5.0,7.0,1100.0000000000582
766,1.0,5.0,7.0,1335.0
775,1.0,5.0,7.0,1346.0
780,1.0,5.0,7.0,1436.052999999985
793,1.0,5.0,7.0,2184.5809999999474
818,1.0,5.0,7.0,1625.4730000001146
829,1.0,5.0,7.0,2492.1959999999963
830,1.0,5.0,7.0,1155.524000000034
844,1.0,5.0,7.0,2798.314999999493
846,1.0,5.0,7.0,1373.7490000007383
868,1.0,5.0,7.0,1692.929000000615
892,1.0,5.0,7.0,2343.6949999970384
895,1.0,5.0,7.0,1876.909999997064
900,1.0,5.0,7.0,1486.000000000029
904,1.0,5.0,7.0,1307.0
919,1.0,5.0,7.0,1044.0
940,1.0,5.0,7.0,1471.999999999971
954,1.0,5.0,7.0,1463.0
960,1.0,5.0,7.0,1270.6039999975037
980,1.0,5.0,7.0,1241.426000005944
991,1.0,5.0,7.0,1220.9129999857396
998,1.0,5.0,7.0,743.2080000087444
1012,1.0,5.0,7.0,2130.227999990486
1046,1.0,5.0,7.0,946.728
1052,1.0,5.0,7.0,1190.102
1059,1.0,5.0,7.0,1297.61
1067,1.0,5.0,7.0,1166.299
1078,1.0,5.0,7.0,902.1569999
1081,1.0,5.0,7.0,1078.033
1129,1.0,5.0,7.0,1316.234
1133,1.0,5.0,7.0,1071.281
1137,1.0,5.0,7.0,1022.596
1138,1.0,5.0,7.0,1032.782
1141,1.0,5.0,7.0,2039.3010000197064
1145,1.0,5.0,7.0,1330.653000036058
1150,1.0,5.0,7.0,1491.822999967444
1164,1.0,5.0,7.0,1144.0789999706758
1179,1.0,5.0,7.0,1130.3559999914723
1205,1.0,5.0,7.0,1943.0560000000116
1229,1.0,5.0,7.0,1854.2859999985085
1233,1.0,5.0,7.0,3928.594000000012
1249,1.0,5.0,7.0,1727.340999995533
1258,1.0,5.0,7.0,1314.3119999970077
1265,1.0,5.0,7.0,2355.352999978626
1271,1.0,5.0,7.0,1246.5369999906106
1275,1.0,5.0,7.0,1131.447999984579
1281,1.0,5.0,7.0,1202.5489999879355
1311,1.0,5.0,7.0,1460.0899999915273
1334,1.0,5.0,7.0,1596.1089999999967
1348,1.0,5.0,7.0,1993.223000001104
1362,1.0,5.0,7.0,1037.3760000003676
1376,1.0,5.0,7.0,782.6910000007483
1377,1.0,5.0,7.0,1049.425000000745
1391,1.0,5.0,7.0,1345.7720000000554
1397,1.0,5.0,7.0,1370.820000000036
1405,1.0,5.0,7.0,889.0810000000929
1426,1.0,5.0,7.0,1302.9740000001038
1439,1.0,5.0,7.0,1118.5640000001297
1455,1.0,5.0,7.0,1388.207999960374
1456,1.0,5.0,7.0,1297.0870000610885
1466,1.0,5.0,7.0,1319.827999909845
1475,1.0,5.0,7.0,1249.5240000982012
1499,1.0,5.0,7.0,1457.8819999162806
24,1.0,15.0,3.0,1123.0
26,1.0,15.0,3.0,918.0000000000292
36,1.0,15.0,3.0,955.0
43,1.0,15.0,3.0,1142.0
52,1.0,15.0,3.0,952.0
60,1.0,15.0,3.0,1593.0
82,1.0,15.0,3.0,788.0
100,1.0,15.0,3.0,665.0
109,1.0,15.0,3.0,620.0
118,1.0,15.0,3.0,731.0
151,1.0,15.0,3.0,758.3699999941746
159,1.0,15.0,3.0,604.7449999914097
161,1.0,15.0,3.0,669.4429999865824
164,1.0,15.0,3.0,784.5969999956724
167,1.0,15.0,3.0,710.1939999995811
199,1.0,15.0,3.0,673.1629999999714
206,1.0,15.0,3.0,896.7020000000484
215,1.0,15.0,3.0,797.765999999945
228,1.0,15.0,3.0,805.9900000000489
234,1.0,15.0,3.0,795.3190000000177
256,1.0,15.0,3.0,565.0199999999313
278,1.0,15.0,3.0,488.1259999999311
280,1.0,15.0,3.0,860.9689999999537
282,1.0,15.0,3.0,594.9870000000519
287,1.0,15.0,3.0,558.9839999999967
301,1.0,15.0,3.0,747.0000000000018
306,1.0,15.0,3.0,658.0
310,1.0,15.0,3.0,605.0000000000036
324,1.0,15.0,3.0,678.0
332,1.0,15.0,3.0,542.0
364,1.0,15.0,3.0,1386.4019999940356
388,1.0,15.0,3.0,842.1659999940312
407,1.0,15.0,3.0,1746.489999997022
412,1.0,15.0,3.0,817.8379999970202
413,1.0,15.0,3.0,776.1379999970086
432,1.0,15.0,3.0,901.0
442,1.0,15.0,3.0,908.0
446,1.0,15.0,3.0,791.0
456,1.0,15.0,3.0,906.0
463,1.0,15.0,3.0,1097.0
483,1.0,15.0,3.0,1251.0
500,1.0,15.0,3.0,794.0
508,1.0,15.0,3.0,868.0
515,1.0,15.0,3.0,759.0
521,1.0,15.0,3.0,667.0
541,1.0,15.0,3.0,711.0
561,1.0,15.0,3.0,1248.0
580,1.0,15.0,3.0,701.0
584,1.0,15.0,3.0,762.0
588,1.0,15.0,3.0,1013.0
613,1.0,15.0,3.0,778.2249999955238
621,1.0,15.0,3.0,750.9059999999881
630,1.0,15.0,3.0,792.3929999984975
641,1.0,15.0,3.0,734.2659999955213
650,1.0,15.0,3.0,641.9290000000037
666,1.0,15.0,3.0,889.0
672,1.0,15.0,3.0,975.0
673,1.0,15.0,3.0,942.0
692,1.0,15.0,3.0,709.0
711,1.0,15.0,3.0,957.0
723,1.0,15.0,3.0,941.0
729,1.0,15.0,3.0,991.0
741,1.0,15.0,3.0,878.0
744,1.0,15.0,3.0,842.0
750,1.0,15.0,3.0,793.0
787,1.0,15.0,3.0,966.1509999999544
790,1.0,15.0,3.0,1646.68299999999
797,1.0,15.0,3.0,866.3480000000854
831,1.0,15.0,3.0,1021.6380000000354
838,1.0,15.0,3.0,895.9510000000591
847,1.0,15.0,3.0,825.1539999965753
853,1.0,15.0,3.0,727.2960000055464
874,1.0,15.0,3.0,1261.5770000045595
888,1.0,15.0,3.0,999.557999999437
891,1.0,15.0,3.0,849.5230000015581
922,1.0,15.0,3.0,854.0
933,1.0,15.0,3.0,896.0000000000291
945,1.0,15.0,3.0,835.0
948,1.0,15.0,3.0,802.0
958,1.0,15.0,3.0,941.0
964,1.0,15.0,3.0,914.0390000193293
983,1.0,15.0,3.0,613.7800000105199
1000,1.0,15.0,3.0,673.32600001627
1002,1.0,15.0,3.0,787.8350000085775
1007,1.0,15.0,3.0,704.239000020345
1029,1.0,15.0,3.0,714.884
1041,1.0,15.0,3.0,746.708
1057,1.0,15.0,3.0,747.066
1062,1.0,15.0,3.0,562.0779998
1063,1.0,15.0,3.0,691.17
1093,1.0,15.0,3.0,786.292
1101,1.0,15.0,3.0,849.861
1122,1.0,15.0,3.0,1130.116
1127,1.0,15.0,3.0,907.579
1136,1.0,15.0,3.0,1061.575
1151,1.0,15.0,3.0,1305.8040000196706
1157,1.0,15.0,3.0,1382.027000046859
1166,1.0,15.0,3.0,978.510000065522
1171,1.0,15.0,3.0,952.2859999879292
1197,1.0,15.0,3.0,1256.7119999980496
1207,1.0,15.0,3.0,1126.3219999999856
1221,1.0,15.0,3.0,872.6869999940391
1234,1.0,15.0,3.0,802.8299999955343
1241,1.0,15.0,3.0,985.2179999955116
1245,1.0,15.0,3.0,779.6919999940437
1264,1.0,15.0,3.0,808.4229999764284
1266,1.0,15.0,3.0,998.650999998972
1268,1.0,15.0,3.0,947.9829999757494
1269,1.0,15.0,3.0,876.4659999767755
1277,1.0,15.0,3.0,772.03699999128
1330,1.0,15.0,3.0,876.6180000011227
1359,1.0,15.0,3.0,904.722999999998
1367,1.0,15.0,3.0,748.9730000011041
1373,1.0,15.0,3.0,879.6860000015004
1374,1.0,15.0,3.0,666.2669999999925
1387,1.0,15.0,3.0,1187.9210000000312
1399,1.0,15.0,3.0,847.1070000001055
1403,1.0,15.0,3.0,772.5430000001215
1428,1.0,15.0,3.0,866.7500000000582
1431,1.0,15.0,3.0,791.1540000000386
1470,1.0,15.0,3.0,1053.224000095972
1481,1.0,15.0,3.0,1033.2800000158022
1488,1.0,15.0,3.0,937.1900000146708
1491,1.0,15.0,3.0,943.9779999937456
1493,1.0,15.0,3.0,1048.2679999949469
4,1.0,15.0,5.0,1757.0
20,1.0,15.0,5.0,994.0
45,1.0,15.0,5.0,1276.0
50,1.0,15.0,5.0,871.0000000000291
56,1.0,15.0,5.0,1042.0
69,1.0,15.0,5.0,887.0
88,1.0,15.0,5.0,762.0
92,1.0,15.0,5.0,754.0
105,1.0,15.0,5.0,760.0
119,1.0,15.0,5.0,736.0
131,1.0,15.0,5.0,806.2009999967704
150,1.0,15.0,5.0,740.2049999986193
155,1.0,15.0,5.0,779.1839999875519
156,1.0,15.0,5.0,800.7909999949916
165,1.0,15.0,5.0,785.4959999918356
191,1.0,15.0,5.0,904.7879999999714
202,1.0,15.0,5.0,1013.0219999999972
220,1.0,15.0,5.0,978.6969999999856
223,1.0,15.0,5.0,814.3309999999765
239,1.0,15.0,5.0,789.1320000000414
241,1.0,15.0,5.0,583.2530000000115
248,1.0,15.0,5.0,822.5209999999788
264,1.0,15.0,5.0,690.2980000000098
288,1.0,15.0,5.0,675.2390000000014
289,1.0,15.0,5.0,649.1489999999176
317,1.0,15.0,5.0,696.0
320,1.0,15.0,5.0,650.0
331,1.0,15.0,5.0,555.0
347,1.0,15.0,5.0,609.0
356,1.0,15.0,5.0,957.0
362,1.0,15.0,5.0,1088.344000005949
368,1.0,15.0,5.0,895.2299999940442
390,1.0,15.0,5.0,988.0819999999948
394,1.0,15.0,5.0,1020.4759999999952
405,1.0,15.0,5.0,865.2000000029802
428,1.0,15.0,5.0,871.0000000000291
429,1.0,15.0,5.0,931.0
450,1.0,15.0,5.0,848.0
460,1.0,15.0,5.0,1338.0
465,1.0,15.0,5.0,1203.0
491,1.0,15.0,5.0,776.0
510,1.0,15.0,5.0,975.0
519,1.0,15.0,5.0,744.0
534,1.0,15.0,5.0,1011.0
536,1.0,15.0,5.0,884.0
551,1.0,15.0,5.0,946.0
574,1.0,15.0,5.0,895.0
581,1.0,15.0,5.0,944.0
587,1.0,15.0,5.0,1004.0
593,1.0,15.0,5.0,766.0
612,1.0,15.0,5.0,871.1449999955366
614,1.0,15.0,5.0,900.5489999970305
635,1.0,15.0,5.0,974.7230000014824
645,1.0,15.0,5.0,1158.9370000000054
651,1.0,15.0,5.0,1650.4150000014924
663,1.0,15.0,5.0,1024.0
664,1.0,15.0,5.0,1098.0
